traceID,spanID,process.serviceName,operationName,startTime,startTimeMillis,duration,tags.0.type,tags.0.key,tags.0.value,tags.1.type,tags.1.key,tags.1.value,tags.2.type,tags.2.key,tags.2.value,tags.3.type,tags.3.key,tags.3.value,tags.4.type,tags.4.key,tags.4.value,tags.5.type,tags.5.key,tags.5.value,tags.6.type,tags.6.key,tags.6.value,tags.7.type,tags.7.key,tags.7.value,tags.8.type,tags.8.key,tags.8.value,tags.9.type,tags.9.key,tags.9.value,references.0.refType,references.0.spanID,references.0.traceID,tags.10.type,tags.10.key,tags.10.value
4943622728650fea,fbbaeacb89bc9b08,compose-post-service,UploadUserMentions,1635326802131368,1635326802131,17049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,c9cf670372bd5b6e,4943622728650fea,,,
74317f43bb977d6c,74317f43bb977d6c,nginx-web-server,/api/user/login,1635326802140000,1635326802140,8039,string,sampler.type,const,bool,sampler.param,true,int64,http.status_code,302,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,15,string,peer.address,172.21.0.1:55226,string,http.method,GET,string,http.url,http://localhost:8080/api/user/login?username=username_1&password=password_1,string,http.host,localhost:8080,,,,,,
74317f43bb977d6c,2c5021f1d49b66b1,nginx-web-server,/api/user/login,1635326802140083,1635326802140,7956,string,component,nginx,string,nginx.worker_pid,15,string,peer.address,172.21.0.1:55226,string,http.method,GET,string,http.url,http://localhost:8080/api/user/login?username=username_1&password=password_1,string,http.host,localhost:8080,int64,http.status_code,302,string,http.status_line,,,,,,,,CHILD_OF,74317f43bb977d6c,74317f43bb977d6c,,,
74317f43bb977d6c,9fd6029c8bdac61,nginx-web-server,Login,1635326802140416,1635326802140,25372411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2c5021f1d49b66b1,74317f43bb977d6c,,,
4943622728650fea,e9ece7653c3acf2c,compose-post-service,UploadCreator,1635326802140829,1635326802140,7489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,1459b3b889c44b91,4943622728650fea,,,
74317f43bb977d6c,256f6468ccb2bdd7,user-service,Login,1635326802141633,1635326802141,5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,9fd6029c8bdac61,74317f43bb977d6c,,,
74317f43bb977d6c,87b25186bf264fc0,user-service,MmcGetLogin,1635326802141651,1635326802141,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,256f6468ccb2bdd7,74317f43bb977d6c,,,
74317f43bb977d6c,dc6d88aeb87bb922,user-service,MongoFindUser,1635326802142088,1635326802142,4237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,256f6468ccb2bdd7,74317f43bb977d6c,,,
4943622728650fea,24d05b47d281e2dd,compose-post-service,RedisHashSet,1635326802143551,1635326802143,4740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,e9ece7653c3acf2c,4943622728650fea,,,
4943622728650fea,1641973b21d1ddd0,compose-post-service,RedisHashSet,1635326802143657,1635326802143,2962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f7a7a6c2d9fca27e,4943622728650fea,,,
4943622728650fea,f991ae9b66c1f1fb,compose-post-service,RedisHashSet,1635326802143782,1635326802143,4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,fbbaeacb89bc9b08,4943622728650fea,,,
4943622728650fea,777df3d1528e12f0,compose-post-service,RedisHashSet,1635326802145247,1635326802145,3858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,a4155eaba1ae19e,4943622728650fea,,,
4943622728650fea,8fcacd03104e4f56,compose-post-service,RedisHashSet,1635326802145436,1635326802145,3482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,16a2e44c2bb5f6bf,4943622728650fea,,,
74317f43bb977d6c,2995a085681b6ee6,user-service,MmcSetLogin,1635326802146503,1635326802146,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,256f6468ccb2bdd7,74317f43bb977d6c,,,
4943622728650fea,87e057bcc176d847,compose-post-service,UploadText,1635326802149411,1635326802149,22853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,d63eab044df64f01,4943622728650fea,,,
4943622728650fea,23343abe8e74d8d3,compose-post-service,RedisHashSet,1635326802149430,1635326802149,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,87e057bcc176d847,4943622728650fea,,,
4943622728650fea,de04610074c098e6,user-timeline-service,WriteUserTimeline,1635326802152769,1635326802152,7936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,87e057bcc176d847,4943622728650fea,,,
4943622728650fea,71b3f9d37a3b31b0,user-timeline-service,MongoFindUser,1635326802152833,1635326802152,7912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,de04610074c098e6,4943622728650fea,,,
4943622728650fea,35c5f372f662857d,user-timeline-service,MongoInsert,1635326802153712,1635326802153,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,de04610074c098e6,4943622728650fea,,,
4943622728650fea,1adb1a2821f94652,post-storage-service,StorePost,1635326802154356,1635326802154,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,87e057bcc176d847,4943622728650fea,,,
4943622728650fea,b1150736661bd5ce,post-storage-service,MongoInsertPost,1635326802154422,1635326802154,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,1adb1a2821f94652,4943622728650fea,,,
4943622728650fea,22dec522af0d5e14,user-timeline-service,RedisUpdate,1635326802155375,1635326802155,5261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,de04610074c098e6,4943622728650fea,,,
4943622728650fea,a88cecaee953733f,write-home-timeline-service,FanoutHomeTimelines,1635326802172849,1635326802172,13983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,87e057bcc176d847,4943622728650fea,,,
4943622728650fea,35f071bac7586208,social-graph-service,GetFollowers,1635326802174748,1635326802174,2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,a88cecaee953733f,4943622728650fea,,,
4943622728650fea,ce61576fbc70759e,social-graph-service,RedisGet,1635326802174763,1635326802174,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,35f071bac7586208,4943622728650fea,,,
4943622728650fea,b36219435a7a3119,social-graph-service,MongoFindUser,1635326802175400,1635326802175,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,35f071bac7586208,4943622728650fea,,,
4943622728650fea,d844d5edc8158945,social-graph-service,RedisInsert,1635326802176158,1635326802176,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,35f071bac7586208,4943622728650fea,,,
4943622728650fea,4233fb80379983a8,write-home-timeline-service,RedisUpdate,1635326802177140,1635326802177,9653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,a88cecaee953733f,4943622728650fea,,,
47d6d9bc1e46ec3d,47d6d9bc1e46ec3d,nginx-web-server,/wrk2-api/user/register,1635326802258000,1635326802258,6060,string,sampler.type,const,bool,sampler.param,true,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,19,string,peer.address,172.21.0.1:55256,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/user/register,string,http.host,localhost:8080,,,,,,
47d6d9bc1e46ec3d,eae434b3d4aba184,nginx-web-server,/wrk2-api/user/register,1635326802258497,1635326802258,5563,string,component,nginx,string,nginx.worker_pid,19,string,peer.address,172.21.0.1:55256,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/user/register,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,47d6d9bc1e46ec3d,47d6d9bc1e46ec3d,,,
47d6d9bc1e46ec3d,464d9922229f409f,nginx-web-server,RegisterUser,1635326802258717,1635326802258,5103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,eae434b3d4aba184,47d6d9bc1e46ec3d,,,
47d6d9bc1e46ec3d,9c1892555be62063,user-service,RegisterUserWithId,1635326802259474,1635326802259,4147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,464d9922229f409f,47d6d9bc1e46ec3d,,,
47d6d9bc1e46ec3d,9ac9dfc56fa49762,user-service,MongoInsertUser,1635326802261941,1635326802261,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,9c1892555be62063,47d6d9bc1e46ec3d,,,
47d6d9bc1e46ec3d,83e33113dc086b82,social-graph-service,InsertUser,1635326802262704,1635326802262,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,9c1892555be62063,47d6d9bc1e46ec3d,,,
47d6d9bc1e46ec3d,3563e66f2d4d71f2,social-graph-service,MongoInsertUser,1635326802262745,1635326802262,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,83e33113dc086b82,47d6d9bc1e46ec3d,,,
f40aaadebf4dc085,f40aaadebf4dc085,nginx-web-server,/wrk2-api/user/register,1635326802266000,1635326802266,4879,string,sampler.type,const,bool,sampler.param,true,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,19,string,peer.address,172.21.0.1:55256,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/user/register,string,http.host,localhost:8080,,,,,,
f40aaadebf4dc085,993d38a44144f9b8,nginx-web-server,/wrk2-api/user/register,1635326802266489,1635326802266,4389,string,component,nginx,string,nginx.worker_pid,19,string,peer.address,172.21.0.1:55256,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/user/register,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,f40aaadebf4dc085,f40aaadebf4dc085,,,
f40aaadebf4dc085,80531b31f77b9fd3,nginx-web-server,RegisterUser,1635326802266613,1635326802266,4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,993d38a44144f9b8,f40aaadebf4dc085,,,
f40aaadebf4dc085,d91bdd91b917526f,user-service,RegisterUserWithId,1635326802266892,1635326802266,3605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,80531b31f77b9fd3,f40aaadebf4dc085,,,
f40aaadebf4dc085,b7a68baf948e5c98,user-service,MongoInsertUser,1635326802269357,1635326802269,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,d91bdd91b917526f,f40aaadebf4dc085,,,
f40aaadebf4dc085,108a6d3115b1fcc2,social-graph-service,InsertUser,1635326802269940,1635326802269,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,d91bdd91b917526f,f40aaadebf4dc085,,,
f40aaadebf4dc085,231b6a82446ba068,social-graph-service,MongoInsertUser,1635326802269971,1635326802269,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,108a6d3115b1fcc2,f40aaadebf4dc085,,,
474659cd3c7235a5,474659cd3c7235a5,nginx-web-server,/wrk2-api/user-timeline/read,1635326802278000,1635326802278,9762,string,sampler.type,const,bool,sampler.param,true,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,15,string,peer.address,172.21.0.1:55262,string,http.method,GET,string,http.url,http://localhost:8080/wrk2-api/user-timeline/read?user_id=659&start=0&stop=5000,string,http.host,localhost:8080,,,,,,
474659cd3c7235a5,2f39a94ed7f4857c,nginx-web-server,/wrk2-api/user-timeline/read,1635326802278872,1635326802278,8890,string,component,nginx,string,nginx.worker_pid,15,string,peer.address,172.21.0.1:55262,string,http.method,GET,string,http.url,http://localhost:8080/wrk2-api/user-timeline/read?user_id=659&start=0&stop=5000,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,474659cd3c7235a5,474659cd3c7235a5,,,
474659cd3c7235a5,d53d0c2540be0ef3,nginx-web-server,ReadUserTimeline,1635326802279798,1635326802279,25232984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2f39a94ed7f4857c,474659cd3c7235a5,,,
474659cd3c7235a5,4d00548471dc26a0,user-timeline-service,ReadUserTimeline,1635326802280961,1635326802280,6478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,d53d0c2540be0ef3,474659cd3c7235a5,,,
474659cd3c7235a5,2e5f3a697a16943f,user-timeline-service,RedisFind,1635326802280985,1635326802280,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,4d00548471dc26a0,474659cd3c7235a5,,,
474659cd3c7235a5,6e0912ffdb71c773,user-timeline-service,MongoFindUserTimeline,1635326802283234,1635326802283,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,4d00548471dc26a0,474659cd3c7235a5,,,
474659cd3c7235a5,1d843053a46423ea,post-storage-service,ReadPosts,1635326802287302,1635326802287,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,4d00548471dc26a0,474659cd3c7235a5,,,
edb98a66fd2935be,edb98a66fd2935be,nginx-web-server,/wrk2-api/post/compose,1635326802311000,1635326802311,14364,string,sampler.type,const,bool,sampler.param,true,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,21,string,peer.address,172.21.0.1:55198,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,,,,,,
edb98a66fd2935be,877d53659145b6c,nginx-web-server,/wrk2-api/post/compose,1635326802311320,1635326802311,14044,string,component,nginx,string,nginx.worker_pid,21,string,peer.address,172.21.0.1:55198,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,edb98a66fd2935be,edb98a66fd2935be,,,
edb98a66fd2935be,7757464a9e8879cf,nginx-web-server,ComposePost,1635326802312078,1635326802312,13097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,877d53659145b6c,edb98a66fd2935be,,,
edb98a66fd2935be,dbb74e67a91e95c3,user-service,UploadUserWithUserId,1635326802316774,1635326802316,3298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7757464a9e8879cf,edb98a66fd2935be,,,
edb98a66fd2935be,b17057f608bc8eac,compose-post-service,UploadCreator,1635326802317353,1635326802317,2504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,dbb74e67a91e95c3,edb98a66fd2935be,,,
edb98a66fd2935be,aef9ba76a68b6f40,compose-post-service,RedisHashSet,1635326802317433,1635326802317,1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b17057f608bc8eac,edb98a66fd2935be,,,
edb98a66fd2935be,5e9f730b588bf4ae,media-service,UploadMedia,1635326802317956,1635326802317,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7757464a9e8879cf,edb98a66fd2935be,,,
edb98a66fd2935be,2a333c96d5432b75,compose-post-service,UploadMedia,1635326802318243,1635326802318,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,5e9f730b588bf4ae,edb98a66fd2935be,,,
edb98a66fd2935be,c0701a2c5dd841c2,compose-post-service,RedisHashSet,1635326802318291,1635326802318,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2a333c96d5432b75,edb98a66fd2935be,,,
edb98a66fd2935be,f15c8519693b7d1a,text-service,UploadText,1635326802318683,1635326802318,6318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7757464a9e8879cf,edb98a66fd2935be,,,
edb98a66fd2935be,b865db3d1fcd6208,url-shorten-service,UploadUrls,1635326802319635,1635326802319,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f15c8519693b7d1a,edb98a66fd2935be,,,
edb98a66fd2935be,4278c95f749063e8,user-mention-service,UploadUserMentions,1635326802319693,1635326802319,2715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f15c8519693b7d1a,edb98a66fd2935be,,,
edb98a66fd2935be,db2948ee1d925491,unique-id-service,UploadUniqueId,1635326802320204,1635326802320,2248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7757464a9e8879cf,edb98a66fd2935be,,,
edb98a66fd2935be,90dbbbdcb636c0b6,compose-post-service,UploadUniqueId,1635326802320348,1635326802320,2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,db2948ee1d925491,edb98a66fd2935be,,,
edb98a66fd2935be,b896609483499ec1,compose-post-service,UploadUrls,1635326802320351,1635326802320,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b865db3d1fcd6208,edb98a66fd2935be,,,
edb98a66fd2935be,2a44e312e4a144b0,compose-post-service,RedisHashSet,1635326802320364,1635326802320,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,90dbbbdcb636c0b6,edb98a66fd2935be,,,
edb98a66fd2935be,e92f4c6a7de14d28,compose-post-service,RedisHashSet,1635326802320366,1635326802320,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b896609483499ec1,edb98a66fd2935be,,,
edb98a66fd2935be,82a115dec12da9b2,compose-post-service,UploadUserMentions,1635326802320984,1635326802320,1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,4278c95f749063e8,edb98a66fd2935be,,,
edb98a66fd2935be,84ecffdc5f8c874,compose-post-service,RedisHashSet,1635326802321007,1635326802321,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,82a115dec12da9b2,edb98a66fd2935be,,,
edb98a66fd2935be,f70d4501796b2278,compose-post-service,UploadText,1635326802321558,1635326802321,3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f15c8519693b7d1a,edb98a66fd2935be,,,
edb98a66fd2935be,4520922640a72b51,compose-post-service,RedisHashSet,1635326802321571,1635326802321,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f70d4501796b2278,edb98a66fd2935be,,,
edb98a66fd2935be,1228bb28de4d56,post-storage-service,StorePost,1635326802323052,1635326802323,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f70d4501796b2278,edb98a66fd2935be,,,
edb98a66fd2935be,35bc4a7c77380d1b,user-timeline-service,WriteUserTimeline,1635326802323074,1635326802323,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f70d4501796b2278,edb98a66fd2935be,,,
edb98a66fd2935be,312e6b75824b1c8a,post-storage-service,MongoInsertPost,1635326802323090,1635326802323,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,1228bb28de4d56,edb98a66fd2935be,,,
edb98a66fd2935be,a9822c832a3acb45,user-timeline-service,MongoFindUser,1635326802323095,1635326802323,1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,35bc4a7c77380d1b,edb98a66fd2935be,,,
edb98a66fd2935be,694fa22cdf7337c9,write-home-timeline-service,FanoutHomeTimelines,1635326802323910,1635326802323,8185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f70d4501796b2278,edb98a66fd2935be,,,
edb98a66fd2935be,968530b4121004ef,social-graph-service,GetFollowers,1635326802324028,1635326802324,2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,694fa22cdf7337c9,edb98a66fd2935be,,,
edb98a66fd2935be,5cf07245067c0595,social-graph-service,RedisGet,1635326802324043,1635326802324,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,968530b4121004ef,edb98a66fd2935be,,,
edb98a66fd2935be,35d1d1daf8a4a3f6,user-timeline-service,MongoInsert,1635326802324067,1635326802324,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,35bc4a7c77380d1b,edb98a66fd2935be,,,
edb98a66fd2935be,7cffd7571c334c1b,social-graph-service,MongoFindUser,1635326802324468,1635326802324,1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,968530b4121004ef,edb98a66fd2935be,,,
edb98a66fd2935be,9675745773e0f423,user-timeline-service,RedisUpdate,1635326802324521,1635326802324,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,35bc4a7c77380d1b,edb98a66fd2935be,,,
edb98a66fd2935be,bfcad445dc3acf36,social-graph-service,RedisInsert,1635326802325765,1635326802325,1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,968530b4121004ef,edb98a66fd2935be,,,
edb98a66fd2935be,badb28750ae4fb1,write-home-timeline-service,RedisUpdate,1635326802327040,1635326802327,5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,694fa22cdf7337c9,edb98a66fd2935be,,,
f8b2ac8356e18797,f8b2ac8356e18797,nginx-web-server,/wrk2-api/post/compose,1635326802328000,1635326802328,7710,string,sampler.type,const,bool,sampler.param,true,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,16,string,peer.address,172.21.0.1:55138,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,,,,,,
f8b2ac8356e18797,9d1f34743c01c69b,nginx-web-server,/wrk2-api/post/compose,1635326802328176,1635326802328,7534,string,component,nginx,string,nginx.worker_pid,16,string,peer.address,172.21.0.1:55138,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,f8b2ac8356e18797,f8b2ac8356e18797,,,
f8b2ac8356e18797,3dcb88160a6d01df,nginx-web-server,ComposePost,1635326802328699,1635326802328,6799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,9d1f34743c01c69b,f8b2ac8356e18797,,,
f8b2ac8356e18797,da2a8058acd153f2,text-service,UploadText,1635326802329943,1635326802329,5274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,3dcb88160a6d01df,f8b2ac8356e18797,,,
f8b2ac8356e18797,f4d319b9d1d19df7,user-mention-service,UploadUserMentions,1635326802330531,1635326802330,2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,da2a8058acd153f2,f8b2ac8356e18797,,,
f8b2ac8356e18797,55b28cfcf16ea3ad,url-shorten-service,UploadUrls,1635326802330536,1635326802330,1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,da2a8058acd153f2,f8b2ac8356e18797,,,
f8b2ac8356e18797,4fa7f09a3aa01ed3,user-service,UploadUserWithUserId,1635326802330758,1635326802330,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,3dcb88160a6d01df,f8b2ac8356e18797,,,
f8b2ac8356e18797,2457c31242f6a17c,compose-post-service,UploadUrls,1635326802330836,1635326802330,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,55b28cfcf16ea3ad,f8b2ac8356e18797,,,
f8b2ac8356e18797,ca25cb01a82eee4,compose-post-service,RedisHashSet,1635326802330859,1635326802330,1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2457c31242f6a17c,f8b2ac8356e18797,,,
f8b2ac8356e18797,78582173ba2509de,media-service,UploadMedia,1635326802331189,1635326802331,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,3dcb88160a6d01df,f8b2ac8356e18797,,,
f8b2ac8356e18797,e3b7f8e965b97c9e,compose-post-service,UploadMedia,1635326802331333,1635326802331,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,78582173ba2509de,f8b2ac8356e18797,,,
